tokenId,avgRatio
33380,0.16686957766666666
28949,0.176040118
23918,0.1819605626666667
33861,0.18900360800000002
5311,0.19010249166666668
26293,0.19145786941666665
69241,0.19164936158333332
68421,0.192099983
52258,0.19358009425
61892,0.19461134075
61951,0.19461134075
76511,0.19540981025
62769,0.19954270225
14898,0.20167195408333335
28271,0.2037590425
66752,0.20435284408333332
34553,0.2075651684166667
64011,0.20788578591666665
35419,0.21222071091666664
90463,0.21365075308333334
5102,0.21544708966666667
8065,0.218048923
49000,0.22148084858333336
54891,0.22298204141666667
53160,0.2262567325
43530,0.22775968216666667
17826,0.23086044916666668
64972,0.23175466474999998
6197,0.2320761605
72853,0.23309774475
31419,0.23343417366666666
46132,0.23349654033333334
91482,0.23433717308333332
60643,0.23509347925
55907,0.23609046808333334
39022,0.23614053716666664
35961,0.23655953591666667
19536,0.23664737641666667
46837,0.23704617191666666
38731,0.23714103975
55239,0.23804316083333332
44766,0.23832249333333333
1022,0.23855351366666666
3615,0.23855966258333336
93503,0.23864750283333333
30587,0.23870811275
41362,0.24018998075
41438,0.24018998075
7487,0.24021721133333332
21935,0.2403296469166667
86251,0.2404772189166667
45747,0.2405852626666667
83207,0.24088304191666668
50062,0.2414908975
40050,0.24205834658333333
29526,0.24211544291666667
76577,0.24220767524999998
87255,0.2427338395833333
27387,0.24288843866666668
33317,0.24305094341666666
68966,0.24389772508333332
35315,0.24397414641666668
42942,0.24434571141666664
74694,0.24457497491666666
28879,0.24519073625
12626,0.24533655125
12771,0.24542175658333334
42004,0.24561149166666665
27643,0.24570987316666668
64023,0.2469009893333333
11809,0.24692821983333335
42932,0.24707315666666665
80414,0.24731296091666666
29476,0.24737971966666664
22352,0.2474034365833333
17829,0.24758790141666664
52274,0.24776006858333335
26210,0.24799811608333333
34343,0.24858664716666667
82523,0.25078002250000003
10888,0.25111381616666667
56619,0.25153369325
28816,0.2517814033333334
87167,0.2520212075833333
72520,0.25210026408333336
53234,0.2521924965
68937,0.2525359525
85135,0.2526501451666667
49424,0.2527292015
83363,0.25273535041666667
47663,0.2529488025
40045,0.25304806225
22315,0.25309110416666664
52708,0.253188607
51610,0.2532861099166666
80351,0.2533915184166667
26705,0.2534565203333333
74482,0.25359970016666666
78313,0.25366031008333334
58144,0.25375869125
58158,0.25375869125
14080,0.25382457166666667
20882,0.25388430325
22106,0.25397917075000004
2871,0.25409775533333334
27066,0.2541302564166667
72190,0.25432701883333336
26483,0.25435864150000004
56584,0.25445702275
35779,0.25445702275
22270,0.25454047108333333
79254,0.25463709566666665
14518,0.25468540775
83935,0.25486372383333333
52140,0.25498406525
225,0.25498494375
55401,0.2554496195
5739,0.2554557684166667
5877,0.2554557684166667
36189,0.2555646905833333
81647,0.25557962333333334
73341,0.2559257145
90589,0.2559757836666667
63763,0.25601531191666665
89147,0.2561971415
37304,0.25621558791666665
9691,0.25631133408333334
82416,0.25634647025
92739,0.25644309475
57663,0.256485258
71742,0.2567970915
94681,0.25679709166666664
83422,0.2568085109166667
66711,0.25681465966666667
65054,0.25689810816666664
58998,0.2569051353333333
21170,0.2569587180833333
26437,0.25706149133333334
51705,0.2571704135833333
14656,0.25718183275
93473,0.25722399608333335
69056,0.2573399455
40230,0.2573575135833333
22815,0.25739177116666667
36895,0.2574137314166667
21,0.25742778591666665
53765,0.2574330564166667
7949,0.2574840038333333
64498,0.25769745591666665
51676,0.25780813491666665
30064,0.25810240033333337
17922,0.25826490516666667
7172,0.25841247716666665
66897,0.25869268808333334
85128,0.258844652
16402,0.2595974443333333
65833,0.259746773
17596,0.26033618233333333
43751,0.26044949658333333
80179,0.2606567999166667
63233,0.2612119515
5462,0.2612268844166667
58061,0.26124006041666664
28292,0.26132790075
50073,0.26132965775
19673,0.261349861
47740,0.26139729483333335
28063,0.26157736758333333
17933,0.26164324791666665
9004,0.26180136066666665
88355,0.26184791608333335
78537,0.2619787985
6924,0.2621210999166667
74890,0.26231347033333335
72384,0.26241009483333333
33020,0.26246806949999996
59281,0.2624900296666666
1811,0.2625743565
39569,0.2626542914166667
85950,0.2627702406666667
15325,0.2630328834166667
12010,0.26307768216666666
9547,0.26312599425
42165,0.2631822120833333
32355,0.26336140658333335
5240,0.26367675375
52429,0.26380851425
66714,0.26413176725
78787,0.26430569125
29708,0.26434170583333333
50165,0.26452704899999996
57373,0.26458765900000003
45948,0.26462455199999996
21794,0.2646438768333333
38873,0.2647932055
89579,0.26502773941666663
33591,0.265063754
4999,0.26511733691666667
70160,0.2651647705833333
70706,0.2652807200833333
81751,0.26539227741666666
39837,0.26547660408333335
15929,0.2656391089166667
37415,0.2661679081666667
12730,0.26636906275
86548,0.26668528841666667
83705,0.26676170941666666
32643,0.2669883376666667
57510,0.26710604391666665
61538,0.26721672291666665
41800,0.26754700291666667
60785,0.26782721391666664
27677,0.26800201633333337
42948,0.268175062
32587,0.2681785755833333
22344,0.26832439066666663
39804,0.26837709508333335
1736,0.2684456105833333
36601,0.26849831475
10127,0.26872406466666665
55212,0.2687890665
3108,0.2688725150833333
58839,0.26897177466666666
57076,0.2690938729166667
6730,0.26958577916666665
64633,0.269661322
44692,0.26969909333333336
24044,0.2698738955833333
30646,0.26993714083333337
93081,0.27000126441666666
45182,0.2703008001666667
3460,0.27031749
6525,0.2703385718333333
56016,0.27038688391666665
47077,0.270602093
11505,0.27089196625
16555,0.2710606199166667
62504,0.27116075808333334
74703,0.2712196110833333
54815,0.27129778908333335
21709,0.27148049716666667
58676,0.2715358366666667
7418,0.2717036119166667
42558,0.27185294058333337
2755,0.2718757790833333
22777,0.27219903191666667
67528,0.27228248025
35902,0.27238261825
35944,0.27238261825
3849,0.27243707941666667
13225,0.2725214061666667
74228,0.2728411453333333
69811,0.2729500675
62659,0.2729834469166667
39374,0.273133654
83090,0.27334447083333335
2920,0.27354299033333335
70560,0.27355265283333335
92198,0.27356231524999997
12480,0.27357109925
33511,0.27388996
32650,0.27388996
81046,0.2741034123333333
38499,0.2742105775
58628,0.2743607846666667
9636,0.27436517675
79102,0.27436869033333333
87334,0.2744644365
63326,0.2745180191666667
77549,0.27451977583333337
88176,0.27458916991666665
2986,0.27459356183333333
72940,0.27462957649999997
53102,0.27477099958333334
8426,0.27483775808333333
15508,0.2750406695
41318,0.27507844108333335
45878,0.2751899983333333
35575,0.2752268914166667
56731,0.27545351975
4850,0.27556595533333333
28817,0.2757003511666667
74427,0.27577413716666666
84934,0.27579346208333333
16060,0.276006036
17427,0.27611671483333333
32294,0.27612637733333334
45945,0.2762230018333333
29873,0.27647861725
49980,0.2765919315
49245,0.2767201785833333
46955,0.2768168031666667
4331,0.27687302083333337
6414,0.2770047815
7913,0.27711282524999997
23994,0.2772428290833333
29950,0.27745540291666665
51843,0.2775660819166667
51854,0.2775660819166667
64917,0.27772243783333334
92834,0.2777874396666667
41371,0.27822752025
28690,0.278307455
70442,0.27839090341666667
4245,0.27852178558333335
94228,0.2785244209166667
52408,0.27854462416666664
91118,0.27858239566666665
28916,0.27891618925
58934,0.2789873399166667
9141,0.27905322033333335
44790,0.2792385635
61542,0.27965668400000004
12579,0.27991757
29313,0.279928111
626,0.2800888589166667
25495,0.2802250115
55862,0.2802311605
67927,0.28063083425
74858,0.2806589433333333
64494,0.2806940793333333
60442,0.28069934966666665
31346,0.2807257020833333
43494,0.28087766583333335
44422,0.28091368050000004
26377,0.28091895083333335
9884,0.280923343
69409,0.28098395275
66326,0.2810463195
87202,0.28121848675
43918,0.28134673375
67771,0.2813528825
58750,0.28145038533333333
58752,0.28145038533333333
64093,0.28150572491666664
81747,0.2815997143333333
22928,0.28161201183333334
40870,0.28172005549999996
57659,0.28176573266666666
40534,0.28203628108333334
22807,0.28204067308333336
69886,0.28236129066666665
26867,0.28240960291666667
45656,0.28252203866666664
7817,0.28253872825
29280,0.28254839075
5444,0.2825501476666667
50194,0.2826212983333333
37453,0.28262744708333337
10965,0.2827214363333333
71275,0.28274251791666666
59797,0.28280312783333333
11810,0.28293401025000003
24653,0.28310881258333337
40696,0.2835357170833333
63645,0.28355416358333335
51383,0.2836297064166667
94202,0.2837377500833333
33012,0.28381153600000003
35540,0.28401181233333334
16314,0.284065395
93513,0.2842217509166667
93591,0.2842217509166667
66560,0.28424985975
47242,0.28433506508333334
1850,0.284454528
91678,0.2846179111666667
68221,0.28494467766666665
64828,0.2849885978333333
41770,0.28498859783333336
34984,0.2852055635833333
74506,0.28524772708333335
70111,0.28526880875
28357,0.285293404
35672,0.28540583983333334
58233,0.28548138266666667
25258,0.28580024333333337
77000,0.28585382600000003
36586,0.28585821791666666
12312,0.28589511100000004
24968,0.2859399095
22857,0.2859416664166667
77277,0.28615599708333334
58614,0.2862069445
73987,0.28624471575
7654,0.28631498833333335
91699,0.28644235683333336
72579,0.28644323525
54863,0.286486277
58099,0.2864871555
60506,0.2865820230833333
13999,0.2866171595
81407,0.28671729725
14755,0.28673135175000003
86975,0.28685959883333334
92497,0.2868885861666667
82403,0.2869325064166667
91158,0.28697818341666664
25650,0.287024739
20037,0.28704933416666667
94794,0.28706338858333336
89887,0.287068659
6666,0.28715298591666666
22831,0.28718197325
90407,0.2873154906666667
23323,0.2873348155
92421,0.28740684483333334
40102,0.28742002075
91724,0.28750171241666667
26230,0.28762820266666667
34423,0.2876431355
43565,0.2876510411666667
865,0.2876633385833333
33637,0.287752936
19269,0.28787942608333333
90879,0.28793652266666664
25688,0.28797429383333334
34329,0.2879813210833333
49152,0.2880515934166667
65812,0.28810078408333334
37884,0.28810429774999996
87057,0.28812625775
23390,0.288285249
2450,0.28830808741666664
